title,description,date
"MCCALISTER, CAGE TO PLAY IN HULA BOWL","Former Ohio State safety Tanner McCalister and defensive tackle Jerron Cage will play in this weekend’s Hula Bowl, an all-star game for NFL draft prospects.",2023-01-09
A LOOK AT OHIO STATE’S EARLY ENROLLEES,We take a look at all 11 members of Ohio State’s 2023 recruiting class who are enrolling early in Columbus and participating in spring football this year.,2023-01-09
STOVER TO RETURN TO OSU NEXT YEAR,Cade Stover will return to Ohio State for another season after having success as a starter in 2022.,2023-01-09
INJURY-PLAGUED OFFENSE CREATES WHAT IF’S,"The absence of JSN and TreVeyon Henderson and injuries to Marvin Harrison Jr., Miyan Williams and Cade Stover all impacted the Buckeye offense by the end of the Peach Bowl.",2023-01-09
"HEYWARD DOMINATES, BOSA SECURES SACK TITLE","Cameron Heyward had a big game, Chris Olave and Garrett Wilson made history and Nick Bosa secured the sack title in the final week of the NFL’s 2022-23 regular season.",2023-01-09
JK JOHNSON TRANSFERRING TO LSU,"Former Ohio State cornerback JK Johnson is transferring to LSU, becoming the second Buckeye cornerback in as many years to take his talents to Baton Rouge.",2023-01-08
JAYLEN JOHNSON TRANSFERRING TO MEMPHIS,"Former Ohio State safety Jaylen Johnson is transferring to Memphis, where he’ll reunite with former Ohio State safeties coach Matt Barnes.",2023-01-08
"OLAVE, WILSON BOTH 1,000-YARD ROOKIES","Chris Olave and Garrett Wilson are the first pair of rookies from the same college to top 1,000 receiving yards in the same NFL season.",2023-01-08
"BIG PLAYS, BIG PROBLEM","Ohio State ranked No. 115 out of 131 teams, giving up 18 plays of 40 yards or longer in 2022. The numbers get worse when looking at 50, 60 and 70-yards plays allowed.",2023-01-08
"INNISS, TATE, KIENHOLZ SHINE IN AA BOWL",Brandon Inniss and Carnell Tate both caught touchdown passes and Lincoln Kienholz threw two touchdown passes as seven Ohio State signees played in the All-American Bowl.,2023-01-07
PEACH BOWL MADE MATHEWS LOVE OSU EVEN MORE,Incoming freshman cornerback Jermaine Mathews became even more excited to begin his Ohio State career after joining the Buckeyes in Atlanta for the Peach Bowl.,2023-01-07
INSIDE KIENHOLZ’S JOURNEY TO OHIO STATE,Lincoln Kienholz’s competitiveness and dual-threat skill set impressed coaches throughout his high school career and earned him the chance to play quarterback at Ohio State.,2023-01-06
FIVE BIGGEST QUESTIONS ENTERING 2023,"The new starting quarterback, whether Jim Knowles’ defense can become elite and how Ohio State will rebuild its offensive line are among the top questions entering 2023.",2023-01-06
MIYAN RETURNING FOR 2023 SEASON,"After hinting at his return in multiple social media posts, Miyan Williams confirms to the Columbus Dispatch that he'll be back with the Buckeyes next season.",2023-01-05
"SNAP COUNTS FOR PEACH BOWL, 2022 SEASON","Paris Johnson Jr., Donovan Jackson, Luke Wypler and C.J. Stroud led Ohio State with more than 800 snaps while seven other Buckeyes played over 700 snaps this year.",2023-01-05
PEACH BOWL/SEASON IN REVIEW,We assess what went wrong and what positives Ohio State can take away from its loss to Georgia and evaluate how the Buckeyes’ 2022 season grades out as a whole.,2023-01-04
JA’HAD CARTER TRANSFERRING TO OSU,"Ohio State lands a transfer commitment from former Syracuse safety Ja’Had Carter, who is ranked by 247Sports as the top safety in the transfer portal.",2023-01-03
JK JOHNSON ENTERS TRANSFER PORTAL,"JK Johnson, who started five games at cornerback for the Buckeyes during the 2022 season, enters the transfer portal after two years at Ohio State.",2023-01-03
RUGGLES’ MOTHER THANKS BUCKEYE FANS,Noah Ruggles' mother expresses her gratitude to Ohio State fans for their “overwhelming support” and said her son “takes full responsibility” for his missed field goal.,2023-01-03
"SUPPORT FOR HAMLIN, LATTIMORE PICK-6",Current and former Buckeyes sent their prayers to Buffalo Bills safety Damar Hamlin while Marshon Lattimore’s pick-six was among the NFL’s Week 17 highlights.,2023-01-03
"C.J., KNOWLES, UM, TCU","C.J. Stroud saves his gutsiest performance for last, Jim Knowles' defense surrenders another offensive explosion and TCU stomps out Michigan's national title hopes.",2023-01-03
JJB ENTERS TRANSFER PORTAL,Javontae Jean-Baptiste is looking to finish his college football career in a different uniform after recording four sacks and 4.5 tackles for loss as a fifth-year senior.,2023-01-02
TERADJA MITCHELL TRANSFERS TO FLORIDA,Teradja Mitchell is transferring to Florida for his final season of college football after five years as an Ohio State linebacker.,2023-01-02
DAY COULD GIVE UP PLAY CALLING,ESPN’s Kirk Herbstreit said Ryan Day is weighing giving up offensive playcalling duties in 2023 so he can focus more on his other responsibilities as Ohio State’s head coach.,2023-01-02
FAKE PUNT THAT COULD HAVE BEEN PT. 2,Ohio State had 12 players on the field for its fake punt that was negated by a timeout call from Georgia head coach Kirby Smart.,2023-01-02
A GAME OF INCHES,Several close calls and bad breaks for the Buckeyes could have been the difference in Ohio State getting over the hump for a berth in the national championship game.,2023-01-02
STROUD SHOWS GREATNESS DESPITE DEFEAT,"C.J. Stroud bolstered his legacy in his expected final game as a Buckeye, throwing for 348 yards and four touchdowns and making big plays with his legs down the stretch.",2023-01-02
PEACH BOWL,Dallan Hayden started at running back and Sonny Styles played 12 snaps on defense to lead Ohio State’s freshman class in the final game of the season against Georgia.,2023-01-01
MASON ARNOLD ENTERS TRANSFER PORTAL,"Less than 24 hours after Ohio State's loss to Georgia in the Peach Bowl, long snapper Mason Arnold has entered the transfer portal.",2023-01-01
GEORGIA,The Buckeyes had No. 1 seed Georgia on the ropes but they were outscored 18-3 in the fourth quarter of a 42-41 defeat despite an elite performance from C.J. Stroud.,2023-01-01
THREE KEY STATS FROM THE PEACH BOWL,"The six minutes and 55 seconds of pain for Ohio State, C.J. Stroud goes out a warrior, and Georgia was nothing if not efficient in the Peach Bowl.",2023-01-01
"“I LEFT MY HEART OUT ON THAT FIELD""","Marvin Harrison Jr. ""tried to fight"" to return to the game, OSU ""can't let up 42 points in a game like that"" and Steele Chambers would ""die for any one of those guys in the locker...",2023-01-01
INEVITABLE,Ohio State lost a game against a big time opponent because they couldn't get a defensive stop at the end of the game. Stop me if you've heard this one before.,2023-01-01
"MIYAN LIMITED, FAKE PUNT FOILED","Miyan Williams played only five snaps due to illness and injury, a last-second timeout foiled Ohio State’s fake punt run and Cade Stover went to the hospital with back spasms.",2023-01-01
DEFENSE FALLS SHORT AGAIN,"Ohio State’s defense failed to live up to expectations in both of the Buckeyes’ biggest games of the year, as they gave up 87 combined points to Michigan and Georgia.",2023-01-01
“(OSU) PLAYED WELL ENOUGH TO WIN”,Georgia head coach Kirby Smart had nothing but praise for Ohio State after the Buckeyes suffered a heartbreaking 42-41 loss to the Bulldogs in the College Football Playoff.,2023-01-01
MARV SUFFERS GAME-CHANGING CONCUSSION,"Marvin Harrison Jr. says he fought to return to action after suffering a hard hit to the head/neck in the third quarter Saturday, but respected trainers’ decision to hold him...",2023-01-01
RYAN DAY REFLECTS ON CFP LOSS,"Ryan Day says he ""wouldn't change"" the run call on Ohio State's final drive and confirmed Marvin Harrison Jr. was in concussion protocol.",2023-01-01
BUCKEYES LOSE FOUR-QUARTER BATTLE,"Ohio State falls to Georgia, 42-41, despite leading for most of the game after giving up a game-winning touchdown with 54 seconds remaining.",2023-01-01
MARV SIDELINED AFTER SCARY HIT,Marvin Harrison Jr. might be done for the night after absorbing a heavy blow to the head/neck area late in the third quarter.,2022-12-31
"SPARKS FLY FOR STROUD, MARV IN FIRST HALF",C.J. Stroud and Marvin Harrison Jr. came ready to play in the CFP as sparks flew for Ohio State's offense in the first 30 minutes of the Peach Bowl.,2022-12-31
HARRISON HAVING A DAY ... AGAIN,Marvin Harrison crosses the 100-yard mark early in the second quarter on his second touchdown catch of the first half against Georgia.,2022-12-31
STOVER LEAVES WITH INJURY,Ohio State tight end Cade Stover left Saturday's Peach Bowl with an injury after hurdling a defender late in the first quarter.,2022-12-31
HAYDEN MAKES FIRST START IN PEACH BOWL,True freshman running back Dallan Hayden makes the first start of his career while Miyan Williams starts the Georgia game on the sideline.,2022-12-31
"MIYAN AND JONES AVAILABLE, SCOTT A GTD","Miyan Williams is available, Gee Scott Jr. will be a game-time decision and 11 Buckeyes have been ruled out of Ohio State's CFP semifinal at the Peach Bowl.",2022-12-31
GEORGIA PREGAME PICKS,The Eleven Warriors staff provide their score predictions and some prop bets in advance of Ohio State's game against Maryland.,2022-12-31
"""WE'RE GONNA SWING AS HARD AS WE CAN""","On ESPN's College GameDay, Ryan Day says the Buckeyes' CFP matchup with Georgia is ""the way we want it"" and believes ""it's gonna be a hard game.""",2022-12-31
CORSO PICKS BUCKEYES,"At the end of ESPN’s College GameDay, Lee Corso picked up Brutus headgear and picked the Buckeyes to upset Georgia in the Peach Bowl.",2022-12-31
OSU VS. TOP-RANKED POSTSEASON OPPONENTS,Georgia will be the fifth No. 1 team Ohio State has faced in the postseason. Today we take a look at how the Buckeyes performed in the previous four matchups.,2022-12-31
THE PEACH BOWL,"We share our final thoughts, questions and players to watch entering the College Football Playoff matchup between Ohio State and Georgia in the Peach Bowl.",2022-12-31
GEORGIA,"It's the playoffs, come tell everyone what is going to happen.",2022-12-30
WHAT OSU THINKS OF GEORGIA'S DEFENSE,"C.J. Stroud, Ryan Day, Kevin Wilson, Marvin Harrison Jr. and more Buckeyes broke down what they expect to see from Georgia's defense on Saturday.",2022-12-30
WHAT OSU THINKS OF GEORGIA'S OFFENSE,"Ohio State defensive coordinator Jim Knowles, linebackers Tommy Eichenberg and Steele Chambers and more Buckeyes shared their thoughts on Georgia's offense this week.",2022-12-30
WHAT GEORGIA THINKS OF OSU'S DEFENSE,"Georgia quarterback Stetson Bennett, offensive coordinator Todd Monken, offensive tackle Broderick Jones and more give their thoughts on Ohio State's defense.",2022-12-30
WHAT GEORGIA THINKS OF OSU'S OFFENSE,"Georgia's Kirby Smart, co-defensive coordinators Will Muschamp and Glenn Schumann, Chris Smith and more shared their thoughts on Ohio State’s offense this week.",2022-12-30
PEACH BOWL PREVIEW,"Five weeks after losing to Michigan, Ohio State seeks to rewrite the story of its season by earning an upset win over No. 1 seed Georgia in the College Football Playoff semifinals.",2022-12-30
"DAY, SMART SPEAK AT FINAL PRE-BOWL PRESSER","Ryan Day and Kirby Smart discuss expectations, recruiting battles and mutual respect for each other's programs at their final pre-Peach Bowl press conference.",2022-12-30
GEORGIA ROUNDTABLE,"Playoffs? Playoffs! Our own Dan Hope, Ramzy Nasrallah and Matt Gutridge join the 11W Roundtable as Ohio State and Georgia finish up prep for tomorrow's CFP clash.",2022-12-30
KNOWLES READIES FOR “COMPLETE” UGA OFFENSE,"Georgia's well-balanced offense presents a “huge challenge” for the Buckeyes, but Jim Knowles says it's “one our guys have worked for all year.”",2022-12-30
OSU WINS BATTLE FOR BOWL WEEK BELT,"Ohio State bested Georgia 4-1 in the Battle for the Bowl Week competition, winning various team activities leading up to Saturday's Peach Bowl.",2022-12-29
PEACH BOWL / CFP TRAILER,All Ohio State needs is an opportunity. It's time for the Buckeyes to shock the world.,2022-12-29
HENDERSON TRYING TO LEAD THROUGH INJURY,TreVeyon Henderson said he “tried to make a comeback” for the College Football Playoff but ultimately decided he had to undergo surgery due to persistent pain in his foot.,2022-12-29
"X, EA, PROCTOR WEIGHING OPTIONS FOR FUTURE","With another year of eligibility remaining, fifth-year seniors Xavier Johnson, Palaie Gaoteote and Josh Proctor are all weighing their options for what comes next after 2022.",2022-12-29
MITCHELL “LOCKED IN” WITH OSU FOR CFP,Teradja Mitchell is still trying to do whatever he can to help Ohio State win the College Football Playoff even though he’ll be transferring elsewhere once the season ends.,2022-12-29
"MIYAN RETURNS, BROWN IMPRESSES AT PRACTICE",Miyan Williams was present at Ohio State practice Thursday and Devin Brown turned heads with a 50+ yard touchdown pass to Kyion Grayes in 11-on-11 reps.,2022-12-29
JONES “FULLY GOOD TO GO” FOR PEACH BOWL,Ohio State right guard Matt Jones says he’s “had a great three weeks of practice” leading up to the Peach Bowl after missing the Michigan game with an injury.,2022-12-29
THREE KEYS TO BEATING GEORGIA,"With so much talent on both sides of the field, the Buckeyes will have to be nearly perfect in these three areas.",2022-12-29
WILLIAMS BACK AT PRACTICE THURSDAY,Ohio State running back Miyan Williams is expected to practice on Thursday despite his absence from Peach Bowl Media Day.,2022-12-29
DEFENSE PLAYING “PISSED OFF” IN PRACTICE,"Practicing with an extra edge in the leadup to the Peach Bowl, the Ohio State defense is ready to ""prove everybody wrong"" in the College Football Playoff.",2022-12-28
"LBS, SAFETIES FACE BIG TEST IN COVERAGE",Ohio State’s linebackers and safeties will be challenged in pass coverage by Georgia tight ends Brock Bowers and Darnell Washington and running back Kenny McIntosh.,2022-12-28
