attendance,away_conference,away_division,away_id,away_line_scores,away_points,away_post_win_prob,away_postgame_elo,away_pregame_elo,away_team,completed,conference_game,excitement_index,highlights,home_conference,home_division,home_id,home_line_scores,home_points,home_post_win_prob,home_postgame_elo,home_pregame_elo,home_team,id,neutral_site,notes,season,season_type,start_date,start_time_tbd,venue,venue_id,week
,Old Dominion,III,2258,[],,,,,Guilford,True,False,,,Old Dominion,III,2047,[],,,,,Averett,401432872,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Daly Field at Frank R. Campbell Stadium,5799.0,10
,SIAC,II,2310,[],,,,,Kentucky State,True,True,,,SIAC,II,2119,[],,,,,Central State,401432357,False,,2022,regular,2022-11-05T17:00:00.000Z,False,McPherson Memorial Stadium,4749.0,10
,North Coast,III,2980,"[0, 14, 0, 0]",14.0,,,,Ohio Wesleyan,True,True,,,North Coast,III,2746,"[0, 0, 0, 7]",7.0,,,,Wittenberg,401432622,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Edwards-Maurer Field,4757.0,10
,Old Dominion,III,366,[],,,,,Ferrum,True,True,,,Old Dominion,III,2516,[],,,,,Randolph-Macon,401432716,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Day Field,6105.0,10
,CAA,FCS,2405,"[10, 0, 0, 7]",17.0,0.001084098221154,,,Monmouth,True,True,3.2892137386,,CAA,FCS,48,"[21, 21, 7, 0]",49.0,0.998915901778846,,,Delaware,401424410,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Delaware Stadium,3695.0,10
,Ivy,FCS,171,"[0, 10, 3, 8]",21.0,,,,Columbia,True,True,,,Ivy,FCS,108,"[7, 10, 3, 0]",20.0,,,,Harvard,401415203,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Harvard Stadium,3750.0,10
,Patriot,FCS,2230,"[0, 24, 7, 28]",59.0,0.9253714429373432,,,Fordham,True,True,1.2522886816,,Patriot,FCS,2083,"[3, 0, 7, 7]",17.0,0.0746285570626568,,,Bucknell,401422984,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Christy Mathewson-Memorial Stadium,3676.0,10
,Presidents',III,2845,[],,,,,Waynesburg,True,True,,,Presidents',III,2614,[],,,,,St. Vincent,401432789,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Chuck Noll Field,3677.0,10
,Patriot,FCS,322,"[7, 14, 0, 0]",21.0,0.8040503686544833,,,Lafayette,True,True,5.7108907851,,Patriot,FCS,2142,"[0, 10, 6, 0]",16.0,0.1959496313455166,,,Colgate,401422993,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Andy Kerr Stadium,3617.0,10
,Ivy,FCS,219,"[7, 14, 7, 0]",28.0,0.938013095225774,,,Pennsylvania,True,True,2.5188096001,,Ivy,FCS,172,"[7, 0, 7, 7]",21.0,0.0619869047742259,,,Cornell,401415410,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Schoellkopf Field,3921.0,10
,Ivy,FCS,159,"[7, 0, 0, 7]",14.0,0.6047221598869623,,,Dartmouth,True,True,4.633035421,,Ivy,FCS,163,"[14, 3, 0, 0]",17.0,0.3952778401130377,,,Princeton,401418608,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Princeton University Stadium,3881.0,10
,NESCAC,III,340,"[0, 7, 7, 0]",14.0,,,,Bowdoin,True,True,,,NESCAC,III,7,"[7, 0, 3, 7]",17.0,,,,Amherst College,401444602,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Pratt Field at Lehrman Stadium,5792.0,10
,Upper Midwest,III,109418,[],,,,,Finlandia University,True,True,,,Upper Midwest,III,2257,[],,,,,Greenville,401435193,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Francis Field (IL),5853.0,10
,Pioneer,FCS,2168,"[21, 14, 10, 7]",52.0,0.943346654358961,,,Dayton,True,True,1.078526774,,Pioneer,FCS,2506,"[7, 7, 7, 7]",28.0,0.0566533456410389,,,Presbyterian College,401431407,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Bailey Memorial Stadium,3627.0,10
,NEC,FCS,2681,"[3, 7, 0, 0]",10.0,,,,Wagner,True,True,,,NEC,FCS,284,"[14, 17, 7, 12]",50.0,,,,Stonehill,401442046,False,,2022,regular,2022-11-05T17:00:00.000Z,False,W.B. Mason Stadium,6075.0,10
,CAA,FCS,311,"[3, 10, 6, 3]",22.0,0.0275969431383976,,,Maine,True,True,7.000671715,,CAA,FCS,227,"[0, 7, 13, 6]",26.0,0.9724030568616024,,,Rhode Island,401424443,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Meade Stadium,3824.0,10
,CAA,FCS,2729,"[7, 3, 7, 3]",20.0,0.4829049717056538,,,William & Mary,True,True,3.483807102,,CAA,FCS,2261,"[0, 7, 7, 0]",14.0,0.5170950282943462,,,Hampton,401424391,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Armstrong Stadium,3620.0,10
,MVFC,FCS,155,"[7, 14, 14, 7]",42.0,0.9990551665963074,,,North Dakota,True,True,1.7377882466,,MVFC,FCS,282,"[0, 7, 0, 0]",7.0,0.0009448334036925,,,Indiana State,401418842,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Memorial Stadium,3829.0,10
,NESCAC,III,2731,,,,,,Williams,False,True,,,NESCAC,III,336,,,,,,Wesleyan,401441261,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Corwin Stadium,6141.0,10
,New Jersey,III,2532,"[0, 10, 13, 9]",32.0,,,,Salisbury,True,True,,,New Jersey,III,2871,"[7, 3, 7, 0]",17.0,,,,Kean,401450196,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Kean Alumni Stadium,5905.0,10
,Centennial,III,2248,[],,,,,Gettysburg,True,True,,,Centennial,III,2700,[],,,,,McDaniel College,401445126,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Kenneth R. Gill Stadium,3922.0,10
,NESCAC,III,112,[],,,,,Tufts,True,True,,,NESCAC,III,33,[],,,,,Colby,401445810,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Seaverns Field At Harold Alfond Stadium,5689.0,10
,ECFC,III,2951,[],,,,,SUNY Maritime,True,True,,,ECFC,III,122774,[],,,,,Keystone,401441949,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Athletic Field Complex,7082.0,10
,Empire 8,III,374,"[0, 0, 7, 7]",14.0,,,,St. John Fisher,True,True,,,Empire 8,III,2782,"[7, 28, 14, 7]",56.0,,,,SUNY Cortland,401439523,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Stadium Red Field,5125.0,10
,Centennial,III,216,[],,,,,Susquehanna,True,True,,,Centennial,III,2422,[],,,,,Muhlenberg,401441934,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Scotty Wood Stadium,6089.0,10
,Southern Athletic,III,386,[],,,,,Trinity (TX),True,True,,,Southern Athletic,III,2398,[],,,,,Millsaps,401435192,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Harper Davis Field,6081.0,10
,New Jersey,III,2818,[],,,,,Montclair State,True,True,,,New Jersey,III,2827,[],,,,,Rowan,401438691,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Richard Wackar Stadium,6112.0,10
,NESCAC,III,2977,[],,,,,Trinity (CT),True,True,,,NESCAC,III,121,[],,,,,Bates College,401435129,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Garcelon Field,3733.0,10
,Liberty League,III,174,"[14, 35, 7, 7]",63.0,,,,Hobart,True,True,,,Liberty League,III,2085,"[0, 0, 0, 7]",7.0,,,,Buffalo State,401437213,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Coyer Field,5810.0,10
,USA South,III,2896,[],,,,,Southern Virginia,True,True,,,USA South,III,548,[],,,,,LaGrange College,401438553,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Callaway Stadium,5910.0,10
,Upper Midwest,III,433,"[7, 0, 0, 0]",7.0,,,,Westminster,True,True,,,Upper Midwest,III,446,"[0, 7, 0, 3]",10.0,,,,Martin Luther College,401432848,False,,2022,regular,2022-11-05T17:00:00.000Z,False,MLC Bowl,3843.0,10
,Presidents',III,146,[],,,,,Grove City College,True,True,,,Presidents',III,2686,[],,,,,Washington & Jefferson,401432776,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Cameron Stadium,6139.0,10
,North Coast,III,2171,[],,,,,Denison,True,True,,,North Coast,III,2748,[],,,,,Wooster,401435117,False,,2022,regular,2022-11-05T17:00:00.000Z,False,John P. Papp Stadium,6127.0,10
,Presidents',III,2018,,,,,,Allegheny,False,False,,,Presidents',III,2062,,,,,,Bethany (WV),401432748,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Bison Stadium,5803.0,10
,Northwest,III,2930,"[0, 0, 0, 0]",0.0,,,,Willamette,True,True,,,Northwest,III,203,"[28, 21, 10, 6]",65.0,,,,Linfield,401432652,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Maxwell Field,5119.0,10
,New Jersey,III,2442,[],,,,,College of New Jersey,True,True,,,New Jersey,III,3112,[],,,,,Christopher Newport,401432635,False,,2022,regular,2022-11-05T17:00:00.000Z,False,TowneBank Stadium,3879.0,10
,North Coast,III,125974,[],,,,,Hilbert College,True,False,,,North Coast,III,2274,[],,,,,Hiram,401432579,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Charles A. Henry Field,5855.0,10
,North Coast,III,391,"[0, 0, 0, 0]",0.0,,,,Oberlin,True,True,,,North Coast,III,83,"[21, 16, 21, 14]",72.0,,,,DePauw,401432614,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Blackstock Stadium,3640.0,10
,Centennial,III,323,[],,,,,Moravian,True,True,,,Centennial,III,2234,[],,,,,Franklin & Marshall,401432536,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Shadek Stadium,7077.0,10
,North Coast,III,352,,,,,,Kenyon,False,True,,,North Coast,III,89,,,,,,Wabash College,401432587,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Little Giant Stadium,5123.0,10
,NACC,III,101,[],,,,,Eureka College,True,True,,,NACC,III,2832,[],,,,,St. Norbert,401431309,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Donald J. Schneider Stadium,6121.0,10
,Centennial,III,118,[],,,,,Johns Hopkins,True,True,,,Centennial,III,2175,[],,,,,Dickinson,401431037,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Biddle Field,5835.0,10
,Mid Atlantic,III,398,[],,,,,Wilkes,True,True,,,Mid Atlantic,III,471,[],,,,,Stevenson,401439538,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Mustang Stadium,3851.0,10
,Empire 8,III,365,[],,,,,Alfred,True,True,,,Empire 8,III,390,[],,,,,Utica,401431115,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Charles A. Gaetano Stadium,3675.0,10
,Michigan,III,2812,[],,,,,Hope,True,True,,,Michigan,III,2651,[],,,,,Trine,401431205,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Fred Zollner Athletic Stadium,6130.0,10
,GLIAC,II,129,[],,,,,Saginaw Valley,True,True,,,GLIAC,II,128,[],,,,,Northern Michigan,401431565,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Superior Dome,3950.0,10
,Great Lakes,II,2816,[],,,,,McKendree,True,True,,,Great Lakes,II,2654,[],,,,,Truman State,401431507,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Stokes Stadium,6077.0,10
,GLIAC,II,2392,[],,,,,Michigan Tech,True,False,,,Great Midwest Athletic,II,2273,[],,,,,Hillsdale,401431549,False,,2022,regular,2022-11-05T17:00:00.000Z,False,"Frank ""Muddy"" Waters Stadium",3729.0,10
,Great Midwest Athletic,II,2477,[],,,,,Ohio Dominican,True,False,,,Great Midwest Athletic,II,2886,[],,,,,Northwood (MI),401431559,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Hantz Stadium,3747.0,10
,Mid America,II,2122,[],,,,,Central Oklahoma,True,True,,,Mid America,II,2438,[],,,,,Nebraska-Kearney,401431958,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Ron & Carol Cope Stadium at Foster Field,6057.0,10
,Mountain East,II,341,[],,,,,Frostburg State,True,True,,,Mountain East,II,455,[],,,,,WV Wesleyan,401432125,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Cebe Ross Field,5784.0,10
,CIAA,II,2339,[],,,,,Lincoln (PA),True,True,,,CIAA,II,2075,[],,,,,Bowie State,401445231,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Bulldogs Stadium,5873.0,10
,Pennsylvania State Athletic,II,2974,[],,,,,Shepherd,True,True,,,Pennsylvania State Athletic,II,2188,[],,,,,East Stroudsburg,401433047,False,,2022,regular,2022-11-05T17:05:00.000Z,False,Eiler-Martin Stadium,4439.0,10
,CIAA,II,2304,[],,,,,Johnson C Smith,True,True,,,CIAA,II,2940,[],,,,,Livingstone,401430721,False,,2022,regular,2022-11-05T17:30:00.000Z,False,Alumni Memorial Stadium (NC),3612.0,10
,Heartland,III,2419,[],,,,,Mount St. Joseph,True,True,,,Heartland,III,2233,[],,,,,Franklin,401431125,False,,2022,regular,2022-11-05T17:30:00.000Z,False,"Stewart """"Red"""" Faught Stadium",3716.0,10
,Ohio,III,424,[],,,,,Capital,True,True,,,Ohio,III,317,[],,,,,Marietta,401435183,False,,2022,regular,2022-11-05T17:30:00.000Z,False,Don Drumm Stadium,5931.0,10
,MEAC,FCS,2169,"[7, 10, 7, 0, 3]",27.0,,,,Delaware State,True,True,,,MEAC,FCS,2569,"[0, 7, 7, 10, 0]",24.0,,,,South Carolina State,401425517,False,,2022,regular,2022-11-05T17:30:00.000Z,False,Oliver C. Dawson Stadium,3864.0,10
,Ohio,III,2302,"[0, 14, 0, 14]",28.0,,,,John Carroll,True,True,,,Ohio,III,426,"[7, 7, 13, 7]",34.0,,,,Mount Union,401432678,False,,2022,regular,2022-11-05T17:30:00.000Z,False,Mount Union Stadium,4856.0,10
,Heartland,III,2362,[],,,,,Manchester,True,True,,,Heartland,III,190,[],,,,,Defiance,401439525,False,,2022,regular,2022-11-05T17:30:00.000Z,False,Justin F. Coressel Stadium,5832.0,10
,Heartland,III,2023,[],,,,,Anderson (IN),True,True,,,Heartland,III,2074,[],,,,,Bluffton,401433406,False,,2022,regular,2022-11-05T17:30:00.000Z,False,Alumni Field (OH),5805.0,10
,Ohio,III,332,"[13, 7, 7, 0]",27.0,,,,Muskingum,True,True,,,Ohio,III,2733,"[0, 6, 0, 7]",13.0,,,,Wilmington (OH),401438677,False,,2022,regular,2022-11-05T17:30:00.000Z,False,Wiliams Stadium (OH),6152.0,10
,Ohio,III,427,[],,,,,Ohio Northern,True,True,,,Ohio,III,359,[],,,,,Otterbein,401432692,False,,2022,regular,2022-11-05T17:30:00.000Z,False,"Memorial Stadium (Westerville, OH)",6101.0,10
,Ohio,III,188,[],,,,,Baldwin-Wallace,True,True,,,Ohio,III,191,[],,,,,Heidelberg,401432669,False,,2022,regular,2022-11-05T17:30:00.000Z,False,Hoernemann Stadium,5854.0,10
,CCIW,III,72,[],,,,,Elmhurst,True,True,,,CCIW,III,75,[],,,,,North Park,401431084,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Holmgren Athletic Complex,6093.0,10
,American Rivers,III,49,[],,,,,Dubuque,True,True,,,American Rivers,III,263,[],,,,,Loras College,401430966,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Rock Bowl,5921.0,10
,Minnesota,III,162,[],,,,,Hamline,True,True,,,Minnesota,III,2152,[],,,,,Concordia (MN),401431239,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Jake Christiansen Stadium,5825.0,10
,Minnesota,III,2101,[],,,,,Carleton,True,True,,,Minnesota,III,2600,[],,,,,St. Johns (MN),401435102,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Clemens Stadium,5117.0,10
,Wisconsin,III,2723,[],,,,,UW-River Falls,True,True,,,Wisconsin,III,2740,[],,,,,Wisconsin-La Crosse,401432894,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Veterans Memorial Stadium (WI),5914.0,10
,Wisconsin,III,2738,[],,,,,Wisconsin-Eau Claire,True,True,,,Wisconsin,III,272,[],,,,,Wisconsin-Platteville,401435208,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Ralph E. Davis Pioneer Stadium,5911.0,10
,Wisconsin,III,2745,"[3, 7, 0, 6]",16.0,,,,UW-Whitewater,True,True,,,Wisconsin,III,2744,"[7, 0, 0, 0]",7.0,,,,UW-Stout,401432902,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Don and Nona Williams Stadium,5900.0,10
,Old Dominion,III,2688,[],,,,,Washington & Lee,True,True,,,Old Dominion,III,2079,[],,,,,Bridgewater (VA),401432739,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Jopson Athletic Complex,5800.0,10
,American Rivers,III,2141,"[0, 0, 21, 13]",34.0,,,,Coe,True,True,,,American Rivers,III,6845,"[0, 14, 0, 0]",14.0,,,,Nebraska Wesleyan University,401430958,True,,2022,regular,2022-11-05T18:00:00.000Z,False,Abel Stadium,6091.0,10
,MVFC,FCS,2449,"[14, 14, 21, 7]",56.0,0.999656455225126,,,North Dakota State,True,True,0.3194562337,,MVFC,FCS,2710,"[0, 10, 0, 7]",17.0,0.000343544774874,,,Western Illinois,401420838,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Hanson Field,3746.0,10
,MEAC,FCS,47,"[0, 7, 14, 0]",21.0,0.002316964010164,,,Howard,True,True,9.1838728587,,MEAC,FCS,2428,"[15, 7, 21, 7]",50.0,0.997683035989836,,,North Carolina Central,401420804,False,,2022,regular,2022-11-05T18:00:00.000Z,False,O'Kelly-Riddick Stadium,3862.0,10
,Mid America,II,90,"[16, 14, 0, 7]",37.0,,,,Pittsburg State,True,True,,,Mid America,II,2687,"[6, 7, 10, 0]",23.0,,,,Washburn,401431974,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Yager Stadium at Moore Bowl,6034.0,10
,Mid America,II,196,[],,,,,Northeastern State,True,True,,,Mid America,II,2231,[],,,,,Fort Hays State,401431934,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Lewis Field Stadium,5890.0,10
,Great Lakes,II,2825,[],,,,,Quincy,True,True,,,Great Lakes,II,2586,[],,,,,Southwest Baptist,401431523,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Plaster Sports Complex,3878.0,10
,Great Lakes,II,2292,[],,,,,Indianapolis,True,True,,,Great Lakes,II,2911,[],,,,,William Jewell College,401431497,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Greene Stadium,4753.0,10
,SIAC,II,2232,"[7, 17, 0, 7]",31.0,,,,Fort Valley State,True,True,,,SIAC,II,2013,"[0, 14, 0, 7]",21.0,,,,Albany State (GA),401432330,True,,2022,regular,2022-11-05T18:00:00.000Z,False,A.J. McClung Stadium,4110.0,10
,SIAC,II,2396,"[3, 10, 0, 0, 7, 3]",23.0,,,,Miles,True,True,,,SIAC,II,2657,"[6, 0, 7, 0, 7, 6]",26.0,,,,Tuskegee,401432362,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Abbott Memorial Alumni Stadium,4747.0,10
,,,124110,,,,,,UFTL,True,False,,,SIAC,II,2206,,,,,,Edward Waters,401439516,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Earl Kitchings Stadium,3705.0,10
,Pennsylvania State Athletic,II,2385,[],,,,,Mercyhurst,True,True,,,Pennsylvania State Athletic,II,611,[],,,,,Seton Hill College,401433042,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Offutt Field,3859.0,10
,Southern,FCS,2747,"[7, 7, 7, 8]",29.0,0.0088407862319193,,,Wofford,True,True,7.867896408,,Southern,FCS,2717,"[3, 9, 14, 10]",36.0,0.9911592137680808,,,Western Carolina,401413210,False,,2022,regular,2022-11-05T18:00:00.000Z,False,E. J. Whitmire Stadium,3704.0,10
,Northern Sun,II,134,[],,,,,Minnesota-Duluth,True,True,,,Northern Sun,II,2043,[],,,,,Augustana (SD),401432410,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Kirkeby-Over Stadium,5872.0,10
,SIAC,II,2805,[],,,,,Clark Atlanta,True,True,,,SIAC,II,60,[],,,,,Morehouse,401432351,False,,2022,regular,2022-11-05T18:00:00.000Z,False,B.T. Harvey Stadium,6056.0,10
,Northern Sun,II,425,"[0, 0, 0, 14]",14.0,,,,Northern State,True,True,,,Northern Sun,II,132,"[7, 3, 14, 0]",24.0,,,,Bemidji State,401432401,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Chet Anderson Stadium,5874.0,10
,Empire 8,III,3110,[],,,,,Morrisville State,True,True,,,Empire 8,III,2781,[],,,,,Brockport State (NY),401441940,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Bob Boozer Field,6126.0,10
,South Atlantic,II,2444,"[7, 10, 7, 0]",24.0,,,,Newberry,True,True,,,South Atlantic,II,351,"[3, 3, 3, 6]",15.0,,,,Wingate,401433138,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Irwin Belk Stadium,5781.0,10
,Rocky Mountain,II,2714,[],,,,,Western State,True,True,,,Rocky Mountain,II,2237,[],,,,,Fort Lewis,401433107,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Ray Dennison Memorial Field,5944.0,10
,American Southwest,III,2834,[],,,,,Sul Ross State,True,True,,,American Southwest,III,2194,[],,,,,East Texas Baptist,401431013,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Ornelas Stadium,5838.0,10
,American Southwest,III,2371,[],,,,,Mary Hardin-Baylor,True,True,,,American Southwest,III,2758,[],,,,,Howard Payne,401431004,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Gordon Wood Stadium,5857.0,10
,Minnesota,III,2802,[],,,,,Bethel (MN),True,True,,,Minnesota,III,124,[],,,,,Augsburg,401431254,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Edor Nelson Field,5795.0,10
,Midwest,III,80,[],,,,,Chicago,True,True,,,Midwest,III,268,[],,,,,Lawrence,401431272,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Ron Roberts Field at the Banta Bowl,5919.0,10
,Midwest,III,2891,[],,,,,Ripon,True,True,,,Midwest,III,2919,[],,,,,Monmouth (IL),401431281,False,,2022,regular,2022-11-05T18:00:00.000Z,False,April Zorn Memorial Stadium,6084.0,10
,Pennsylvania State Athletic,II,2134,[],,,,,Clarion,True,True,,,Pennsylvania State Athletic,II,2291,[],,,,,Indiana (PA),401433004,False,,2022,regular,2022-11-05T18:00:00.000Z,False,George P. Miller Stadium,4433.0,10
,Minnesota,III,2968,[],,,,,Gustavus Adolphus,True,True,,,Minnesota,III,133,[],,,,,St. Olaf College,401436996,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Klein Field at Manitou,5813.0,10
,Southern Athletic,III,2121,[],,,,,Centre,True,True,,,Southern Athletic,III,3,[],,,,,Birmingham-Southern,401432808,False,,2022,regular,2022-11-05T18:00:00.000Z,False,General Charles C. Krulak Stadium,3871.0,10
,Minnesota,III,375,[],,,,,St. Scholastica,True,False,,,Minnesota,III,2359,[],,,,,Macalester,401432861,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Macalester Stadium,5928.0,10
,Heartland,III,86,[],,,,,Rose-Hulman,True,True,,,Heartland,III,2262,[],,,,,Hanover,401431135,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Alumni Stadium (IN),3614.0,10
,NACC,III,2741,"[0, 14, 7, 0]",21.0,,,,Wisconsin Lutheran,True,True,,,NACC,III,409,"[7, 10, 21, 7]",45.0,,,,Concordia (WI),401432566,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Tomasini Stadium,5827.0,10
,CAA,FCS,399,"[3, 0, 0, 0]",3.0,0.0029083991682681,,,Albany,True,True,2.4056864236,,CAA,FCS,2210,"[7, 17, 0, 3]",27.0,0.997091600831732,,,Elon,401424400,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Rhodes Stadium,3894.0,10
,Midwest,III,32,"[14, 3, 7, 2]",26.0,,,,Carroll (WI),True,False,,,CCIW,III,74,"[0, 6, 6, 6]",18.0,,,,Millikin,401432541,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Frank M. Lindsay Field,6080.0,10
,Midwest,III,2286,,,,,,Illinois College,False,True,,,Midwest,III,65,,,,,,Grinnell,401431292,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Rosenbloom Field,5861.0,10
,NACC,III,6353,[],,,,,Lakeland University,True,True,,,NACC,III,2044,[],,,,,Aurora,401431316,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Vago Field,5797.0,10
,Midwest,III,255,"[6, 11, 7, 7]",31.0,,,,Knox College,True,True,,,Midwest,III,2155,"[14, 0, 7, 6]",27.0,,,,Cornell College (IA),401431286,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Van Metre Field at Ash Park,5828.0,10
,Upper Midwest,III,583,[],,,,,Northwestern (MN),True,True,,,Upper Midwest,III,509,[],,,,,Crown College,401432855,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Old National Bank Stadium,5829.0,10
,American Southwest,III,2045,[],,,,,Austin College,True,True,,,American Southwest,III,2810,[],,,,,Hardin-Simmons,401432523,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Shelton Stadium,5114.0,10
,CCIW,III,2106,[],,,,,Carthage,True,True,,,CCIW,III,2042,[],,,,,Augustana (IL),401431075,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Charles D. Lindberg Stadium,5796.0,10
,CCIW,III,396,[],,,,,Wheaton College (Ill),True,True,,,CCIW,III,143,[],,,,,Washington (MO),401431106,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Francis Field (MO),5897.0,10
,American Southwest,III,2639,[],,,,,Texas Lutheran,True,True,,,American Southwest,III,2588,[],,,,,Southwestern University,401431021,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Birkelbach Field,6118.0,10
,CCIW,III,3071,[],,,,,North Central,True,True,,,CCIW,III,306,[],,,,,Illinois Wesleyan,401431092,False,,2022,regular,2022-11-05T18:00:00.000Z,False,Tucci Stadium,5859.0,10
